min,agg,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class11
34475,17449.791999999998,1,1,1,1,1,1,1,1,1,1,1
34476,16370.935,1,1,1,1,1,1,1,1,1,1,1
34477,16179.936999999996,1,1,1,1,1,1,1,1,1,1,1
34478,16395.826999999997,1,1,1,1,1,1,1,1,1,1,1
34479,16004.468999999994,1,1,1,1,1,1,1,1,1,1,1
34480,16719.658999999992,1,1,1,1,1,1,1,1,1,1,1
34481,15423.641,1,1,1,1,1,1,1,1,1,1,1
34482,16282.638999999997,1,1,1,1,1,1,1,1,1,1,1
34483,17400.073999999997,1,1,1,1,1,1,1,1,1,1,1
34484,16481.369999999995,1,1,1,1,1,1,1,1,1,1,1
34485,16500.656999999996,1,1,1,1,1,1,1,1,1,1,1
34486,16381.488000000005,1,1,1,1,1,1,1,1,1,1,1
34487,16159.447999999999,1,1,1,1,1,1,1,1,1,1,1
34488,17198.913,1,1,1,1,1,1,1,1,1,1,1
34489,16095.968,1,1,1,1,1,1,1,1,1,1,1
34490,15983.863,1,1,1,1,1,1,1,1,1,1,1
34491,15277.112000000005,1,1,1,1,1,1,1,1,1,1,1
34492,16905.932000000008,1,1,1,1,1,1,1,1,1,1,1
34493,16997.366,1,1,1,1,1,1,1,1,1,1,1
34494,17199.454999999998,1,1,1,1,1,1,1,1,1,1,1
34495,16726.124999999993,1,1,1,1,1,1,1,1,1,1,1
34496,15140.055000000004,1,1,1,1,1,1,1,1,1,1,1
34497,17047.882999999998,1,1,1,1,1,1,1,1,1,1,1
34498,16609.654,1,1,1,1,1,1,1,1,1,1,1
34499,17094.115,1,1,1,1,1,1,1,1,1,1,1
34500,15367.867,1,1,1,1,1,1,1,1,1,1,1
34501,16859.536000000004,1,1,1,1,1,1,1,1,1,1,1
34502,16969.485,1,1,1,1,1,1,1,1,1,1,1
34503,17213.259000000002,1,1,1,1,1,1,1,1,1,1,1
34504,16323.866999999997,1,1,1,1,1,1,1,1,1,1,1
34505,14659.463999999998,1,1,1,1,1,1,1,1,1,1,1
34506,16424.613999999998,1,1,1,1,1,1,1,1,1,1,1
34507,16836.648,1,1,1,1,1,1,1,1,1,1,1
34508,16273.821,1,1,1,1,1,1,1,1,1,1,1
34509,15263.617999999993,1,1,1,1,1,1,1,1,1,1,1
34510,16445.558999999994,1,1,1,1,1,1,1,1,1,1,1
34511,17517.12800000001,1,1,1,1,1,1,1,1,1,1,1
34512,17057.175000000003,1,1,1,1,1,1,1,1,1,1,1
34513,15699.809999999998,1,1,1,1,1,1,1,1,1,1,1
34514,15643.539999999999,1,1,1,1,1,1,1,1,1,1,1
34515,16293.895,1,1,1,1,1,1,1,1,1,1,1
34516,16879.23600000001,1,1,1,1,1,1,1,1,1,1,1
34517,16289.102000000006,1,1,1,1,1,1,1,1,1,1,1
34518,16435.452000000005,1,1,1,1,1,1,1,1,1,1,1
34519,16969.159999999996,1,1,1,1,1,1,1,1,1,1,1
34520,16121.924,1,1,1,1,1,1,1,1,1,1,1
34521,17621.642000000003,1,1,1,1,1,1,1,1,1,1,1
34522,16931.009000000002,1,1,1,1,1,1,1,1,1,1,1
34523,16489.794999999995,1,1,1,1,1,1,1,1,1,1,1
34524,17722.575000000008,1,1,1,1,1,1,1,1,1,1,1
34525,16809.541,1,1,1,1,1,1,1,1,1,1,1
34526,17027.618000000002,1,1,1,1,1,1,1,1,1,1,1
34527,16473.155999999995,1,1,1,1,1,1,1,1,1,1,1
34528,16510.351,1,1,1,1,1,1,1,1,1,1,1
34529,16668.290999999997,1,1,1,1,1,1,1,1,1,1,1
34530,17169.559999999998,1,1,1,1,1,1,1,1,1,1,1
34531,16568.204,1,1,1,1,1,1,1,1,1,1,1
34532,15522.745,1,1,1,1,1,1,1,1,1,1,1
34533,17257.393000000004,1,1,1,1,1,1,1,1,1,1,1
34534,16254.671999999997,1,1,1,1,1,1,1,1,1,1,1
34535,16969.411999999997,1,1,1,1,1,1,1,1,1,1,1
34536,16798.452000000005,1,1,1,1,1,1,1,1,1,1,1
34537,17047.065,1,1,1,1,1,1,1,1,1,1,1
34538,15749.833,1,1,1,1,1,1,1,1,1,1,1
34539,16355.260999999995,1,1,1,1,1,1,1,1,1,1,1
34540,16395.974,1,1,1,1,1,1,1,1,1,1,1
34541,16367.723999999998,1,1,1,1,1,1,1,1,1,1,1
34542,17132.582999999995,1,1,1,1,1,1,1,1,1,1,1
34543,16689.489999999998,1,1,1,1,1,1,1,1,1,1,1
34544,16176.062999999998,1,1,1,1,1,1,1,1,1,1,1
34545,15824.754999999997,1,1,1,1,1,1,1,1,1,1,1
34546,16648.573999999997,1,1,1,1,1,1,1,1,1,1,1
34547,17112.406000000003,1,1,1,1,1,1,1,1,1,1,1
34548,16586.527999999995,1,1,1,1,1,1,1,1,1,1,1
34549,16524.347000000005,1,1,1,1,1,1,1,1,1,1,1
34550,15908.814999999999,1,1,1,1,1,1,1,1,1,1,1
34551,16633.566000000003,1,1,1,1,1,1,1,1,1,1,1
34552,16462.421,1,1,1,1,1,1,1,1,1,1,1
34553,15637.942000000001,1,1,1,1,1,1,1,1,1,1,1
34554,16720.426000000003,1,1,1,1,1,1,1,1,1,1,1
34555,16572.453999999998,1,1,1,1,1,1,1,1,1,1,1
34556,17005.878,1,1,1,1,1,1,1,1,1,1,1
34557,16626.369000000002,1,1,1,1,1,1,1,1,1,1,1
34558,16607.601000000002,1,1,1,1,1,1,1,1,1,1,1
34559,17266.732,1,1,1,1,1,1,1,1,1,1,1
34560,16629.075999999997,1,1,1,1,1,1,1,1,1,1,1
34561,16251.755999999998,1,1,1,1,1,1,1,1,1,1,1
34562,16576.46,1,1,1,1,1,1,1,1,1,1,1
34563,17343.789999999997,1,1,1,1,1,1,1,1,1,1,1
34564,16415.551000000007,1,1,1,1,1,1,1,1,1,1,1
34565,17001.000999999997,1,1,1,1,1,1,1,1,1,1,1
34566,16147.097,1,1,1,1,1,1,1,1,1,1,1
34567,16426.772000000004,1,1,1,1,1,1,1,1,1,1,1
34568,16940.519,1,1,1,1,1,1,1,1,1,1,1
34569,15973.872000000003,1,1,1,1,1,1,1,1,1,1,1
34570,16912.107999999997,1,1,1,1,1,1,1,1,1,1,1
34571,15787.944000000003,1,1,1,1,1,1,1,1,1,1,1
34572,17014.685999999998,1,1,1,1,1,1,1,1,1,1,1
34573,17115.57600000001,1,1,1,1,1,1,1,1,1,1,1
34574,17197.418,1,1,1,1,1,1,1,1,1,1,1
34575,16363.534999999989,1,1,1,1,1,1,1,1,1,1,1
34576,17001.383,1,1,1,1,1,1,1,1,1,1,1
34577,16098.270999999997,1,1,1,1,1,1,1,1,1,1,1
34578,16541.52,1,1,1,1,1,1,1,1,1,1,1
34579,17423.091000000004,1,1,1,1,1,1,1,1,1,1,1
34580,16844.977,1,1,1,1,1,1,1,1,1,1,1
34581,16828.439000000002,1,1,1,1,1,1,1,1,1,1,1
34582,17335.303000000007,1,1,1,1,1,1,1,1,1,1,1
34583,16125.893000000004,1,1,1,1,1,1,1,1,1,1,1
34584,16722.362,1,1,1,1,1,1,1,1,1,1,1
34585,16556.996999999992,1,1,1,1,1,1,1,1,1,1,1
34586,17631.744000000002,1,1,1,1,1,1,1,1,1,1,1
34587,16473.440000000002,1,1,1,1,1,1,1,1,1,1,1
34588,16162.281000000003,1,1,1,1,1,1,1,1,1,1,1
34589,16246.392000000005,1,1,1,1,1,1,1,1,1,1,1
34590,16000.538999999993,1,1,1,1,1,1,1,1,1,1,1
34591,16948.828,1,1,1,1,1,1,1,1,1,1,1
34592,15658.028000000002,1,1,1,1,1,1,1,1,1,1,1
34593,15285.544000000002,1,1,1,1,1,1,1,1,1,1,1
34594,15808.476999999999,1,1,1,1,1,1,1,1,1,1,1
34595,16300.495999999997,1,1,1,1,1,1,1,1,1,1,1
34596,15749.891000000003,1,1,1,1,1,1,1,1,1,1,1
34597,16734.661000000004,1,1,1,1,1,1,1,1,1,1,1
34598,16622.497000000003,1,1,1,1,1,1,1,1,1,1,1
34599,16220.005999999996,1,1,1,1,1,1,1,1,1,1,1
34600,16368.653,1,1,1,1,1,1,1,1,1,1,1
34601,16026.657000000001,1,1,1,1,1,1,1,1,1,1,1
34602,16362.035000000003,1,1,1,1,1,1,1,1,1,1,1
34603,16353.011,1,1,1,1,1,1,1,1,1,1,1
34604,15885.385999999997,1,1,1,1,1,1,1,1,1,1,1
34605,16362.278999999995,1,1,1,1,1,1,1,1,1,1,1
34606,15621.919999999998,1,1,1,1,1,1,1,1,1,1,1
34607,16484.311999999998,1,1,1,1,1,1,1,1,1,1,1
34608,16821.983000000004,1,1,1,1,1,1,1,1,1,1,1
34609,16192.366000000004,1,1,1,1,1,1,1,1,1,1,1
34610,16192.405000000004,1,1,1,1,1,1,1,1,1,1,1
34611,16636.203999999998,1,1,1,1,1,1,1,1,1,1,1
34612,17136.939,1,1,1,1,1,1,1,1,1,1,1
34613,16266.283000000007,1,1,1,1,1,1,1,1,1,1,1
34614,16777.068000000003,1,1,1,1,1,1,1,1,1,1,1
34615,16132.527,1,1,1,1,1,1,1,1,1,1,1
34616,15834.759000000002,1,1,1,1,1,1,1,1,1,1,1
34617,16462.386000000002,1,1,1,1,1,1,1,1,1,1,1
34618,16926.172000000002,1,1,1,1,1,1,1,1,1,1,1
34619,8681.612,1,1,1,1,1,1,1,1,1,1,1
34621,4415.982,1,1,1,1,1,1,1,1,1,1,1
34622,16825.070999999993,1,1,1,1,1,1,1,1,1,1,1
34623,17542.040000000005,1,1,1,1,1,1,1,1,1,1,1
34624,16245.051,1,1,1,1,1,1,1,1,1,1,1
34625,16144.101,1,1,1,1,1,1,1,1,1,1,1
34626,16389.935,1,1,1,1,1,1,1,1,1,1,1
34627,16502.606,1,1,1,1,1,1,1,1,1,1,1
34628,16720.625,1,1,1,1,1,1,1,1,1,1,1
34629,16848.243000000002,1,1,1,1,1,1,1,1,1,1,1
34630,15874.024,1,1,1,1,1,1,1,1,1,1,1
34631,16947.763000000003,1,1,1,1,1,1,1,1,1,1,1
34632,16512.121,1,1,1,1,1,1,1,1,1,1,1
34633,18074.081999999995,1,1,1,1,1,1,1,1,1,1,1
34634,16066.666,1,1,1,1,1,1,1,1,1,1,1
34635,16233.311999999998,1,1,1,1,1,1,1,1,1,1,1
34636,15783.685000000003,1,1,1,1,1,1,1,1,1,1,1
34637,15995.408000000005,1,1,1,1,1,1,1,1,1,1,1
34638,16644.496,1,1,1,1,1,1,1,1,1,1,1
34639,16086.541999999998,1,1,1,1,1,1,1,1,1,1,1
34640,15810.981000000003,1,1,1,1,1,1,1,1,1,1,1
34641,15827.224999999999,1,1,1,1,1,1,1,1,1,1,1
34642,16719.735999999997,1,1,1,1,1,1,1,1,1,1,1
34643,16964.721,1,1,1,1,1,1,1,1,1,1,1
34644,16365.664999999994,1,1,1,1,1,1,1,1,1,1,1
34645,15919.480999999998,1,1,1,1,1,1,1,1,1,1,1
34646,16458.282999999996,1,1,1,1,1,1,1,1,1,1,1
34647,16527.562000000005,1,1,1,1,1,1,1,1,1,1,1
34648,17217.347000000005,1,1,1,1,1,1,1,1,1,1,1
34649,16060.698999999999,1,1,1,1,1,1,1,1,1,1,1
34650,15925.077000000001,1,1,1,1,1,1,1,1,1,1,1
34651,16876.319000000003,1,1,1,1,1,1,1,1,1,1,1
34652,17066.667000000005,1,1,1,1,1,1,1,1,1,1,1
34653,16582.253000000008,1,1,1,1,1,1,1,1,1,1,1
34654,16094.561,1,1,1,1,1,1,1,1,1,1,1
34655,17259.373000000003,1,1,1,1,1,1,1,1,1,1,1
34656,17272.665999999997,1,1,1,1,1,1,1,1,1,1,1
34657,16637.441999999992,1,1,1,1,1,1,1,1,1,1,1
34658,15627.803,1,1,1,1,1,1,1,1,1,1,1
34659,16055.011000000004,1,1,1,1,1,1,1,1,1,1,1
34660,16478.192,1,1,1,1,1,1,1,1,1,1,1
34661,16327.172,1,1,1,1,1,1,1,1,1,1,1
34662,16521.628,1,1,1,1,1,1,1,1,1,1,1
34663,15444.819000000003,1,1,1,1,1,1,1,1,1,1,1
34664,15233.961000000003,1,1,1,1,1,1,1,1,1,1,1
34665,17321.826999999997,1,1,1,1,1,1,1,1,1,1,1
34666,16908.613,1,1,1,1,1,1,1,1,1,1,1
34667,16112.449999999995,1,1,1,1,1,1,1,1,1,1,1
34668,16137.427000000005,1,1,1,1,1,1,1,1,1,1,1
34669,16120.583,1,1,1,1,1,1,1,1,1,1,1
34670,16470.800000000003,1,1,1,1,1,1,1,1,1,1,1
34671,16964.875,1,1,1,1,1,1,1,1,1,1,1
34672,16657.652999999995,1,1,1,1,1,1,1,1,1,1,1
34673,17146.62,1,1,1,1,1,1,1,1,1,1,1
34674,16409.861,1,1,1,1,1,1,1,1,1,1,1
34675,16615.415,1,1,1,1,1,1,1,1,1,1,1
34676,16034.660000000002,1,1,1,1,1,1,1,1,1,1,1
34677,16326.266999999998,1,1,1,1,1,1,1,1,1,1,1
34678,17187.619000000002,1,1,1,1,1,1,1,1,1,1,1
34679,16592.288,1,1,1,1,1,1,1,1,1,1,1
34680,16469.396999999994,1,1,1,1,1,1,1,1,1,1,1
34681,17685.20700000001,1,1,1,1,1,1,1,1,1,1,1
34682,16751.989999999998,1,1,1,1,1,1,1,1,1,1,1
34683,16576.144,1,1,1,1,1,1,1,1,1,1,1
34684,17220.198,1,1,1,1,1,1,1,1,1,1,1
34685,17558.546000000002,1,1,1,1,1,1,1,1,1,1,1
34686,16345.882000000007,1,1,1,1,1,1,1,1,1,1,1
34687,16116.412999999993,1,1,1,1,1,1,1,1,1,1,1
34688,16370.863000000001,1,1,1,1,1,1,1,1,1,1,1
34689,17918.533000000003,1,1,1,1,1,1,1,1,1,1,1
34690,16874.95799999999,1,1,1,1,1,1,1,1,1,1,1
34691,16675.078999999998,1,1,1,1,1,1,1,1,1,1,1
34692,2088.91,1,1,1,1,1,1,1,1,1,1,1
3187,1755.262,1,1,1,1,1,1,1,1,1,1,1
3188,11655.289999999997,1,1,1,1,1,1,1,1,1,1,1
3189,12186.919000000004,1,1,1,1,1,1,1,1,1,1,1
3190,11460.315000000002,1,1,1,1,1,1,1,1,1,1,1
3191,11431.425999999998,1,1,1,1,1,1,1,1,1,1,1
3192,10888.093999999997,1,1,1,1,1,1,1,1,1,1,1
3193,12979.076000000006,1,1,1,1,1,1,1,1,1,1,1
3194,11160.448,1,1,1,1,1,1,1,1,1,1,1
3195,11067.898,1,1,1,1,1,1,1,1,1,1,1
3196,10853.625000000002,1,1,1,1,1,1,1,1,1,1,1
3197,10812.920000000002,1,1,1,1,1,1,1,1,1,1,1
3198,10861.948999999997,1,1,1,1,1,1,1,1,1,1,1
3199,9960.628,1,1,1,1,1,1,1,1,1,1,1
3200,11451.946999999998,1,1,1,1,1,1,1,1,1,1,1
3201,11716.976999999999,1,1,1,1,1,1,1,1,1,1,1
3202,10248.851999999999,1,1,1,1,1,1,1,1,1,1,1
3203,10834.348000000004,1,1,1,1,1,1,1,1,1,1,1
3204,9829.86,1,1,1,1,1,1,1,1,1,1,1
3205,11855.056,1,1,1,1,1,1,1,1,1,1,1
3206,11907.261000000002,1,1,1,1,1,1,1,1,1,1,1
3207,11477.591999999999,1,1,1,1,1,1,1,1,1,1,1
3208,10388.581999999999,1,1,1,1,1,1,1,1,1,1,1
3209,12271.635999999999,1,1,1,1,1,1,1,1,1,1,1
3210,11574.074,1,1,1,1,1,1,1,1,1,1,1
3211,12379.489000000003,1,1,1,1,1,1,1,1,1,1,1
3212,10758.400999999998,1,1,1,1,1,1,1,1,1,1,1
3213,11509.647,1,1,1,1,1,1,1,1,1,1,1
3214,11712.362999999998,1,1,1,1,1,1,1,1,1,1,1
3215,11570.126999999995,1,1,1,1,1,1,1,1,1,1,1
3216,11642.28,1,1,1,1,1,1,1,1,1,1,1
3217,11242.623,1,1,1,1,1,1,1,1,1,1,1
3218,11356.746000000001,1,1,1,1,1,1,1,1,1,1,1
3219,11337.176999999998,1,1,1,1,1,1,1,1,1,1,1
3220,10197.120999999996,1,1,1,1,1,1,1,1,1,1,1
3221,11803.31,1,1,1,1,1,1,1,1,1,1,1
3222,10326.786000000002,1,1,1,1,1,1,1,1,1,1,1
3223,10958.453000000005,1,1,1,1,1,1,1,1,1,1,1
3224,12505.339000000005,1,1,1,1,1,1,1,1,1,1,1
3225,10387.693000000001,1,1,1,1,1,1,1,1,1,1,1
3226,11454.07,1,1,1,1,1,1,1,1,1,1,1
3227,11550.202000000003,1,1,1,1,1,1,1,1,1,1,1
3228,11566.404999999999,1,1,1,1,1,1,1,1,1,1,1
3229,11509.135999999995,1,1,1,1,1,1,1,1,1,1,1
3230,11722.789,1,1,1,1,1,1,1,1,1,1,1
3231,10754.581999999999,1,1,1,1,1,1,1,1,1,1,1
3232,11346.137999999999,1,1,1,1,1,1,1,1,1,1,1
3233,10903.389000000003,1,1,1,1,1,1,1,1,1,1,1
3234,10652.220000000001,1,1,1,1,1,1,1,1,1,1,1
3235,11768.973999999995,1,1,1,1,1,1,1,1,1,1,1
3236,11330.308,1,1,1,1,1,1,1,1,1,1,1
3237,10826.903999999997,1,1,1,1,1,1,1,1,1,1,1
81,2964.7259999999997,1,1,1,1,1,1,1,1,1,1,1
82,12569.999000000002,1,1,1,1,1,1,1,1,1,1,1
83,11205.495,1,1,1,1,1,1,1,1,1,1,1
84,10745.061000000002,1,1,1,1,1,1,1,1,1,1,1
85,10824.588000000002,1,1,1,1,1,1,1,1,1,1,1
86,11552.092000000002,1,1,1,1,1,1,1,1,1,1,1
87,10445.545,1,1,1,1,1,1,1,1,1,1,1
88,10922.912999999999,1,1,1,1,1,1,1,1,1,1,1
89,11308.517,1,1,1,1,1,1,1,1,1,1,1
90,10555.850000000002,1,1,1,1,1,1,1,1,1,1,1
91,11309.630000000001,1,1,1,1,1,1,1,1,1,1,1
92,11148.597,1,1,1,1,1,1,1,1,1,1,1
93,10699.418000000003,1,1,1,1,1,1,1,1,1,1,1
94,11226.466999999997,1,1,1,1,1,1,1,1,1,1,1
95,10616.716999999997,1,1,1,1,1,1,1,1,1,1,1
96,10357.229999999996,1,1,1,1,1,1,1,1,1,1,1
97,12043.805999999997,1,1,1,1,1,1,1,1,1,1,1
98,9064.533999999998,1,1,1,1,1,1,1,1,1,1,1
99,10371.165999999997,1,1,1,1,1,1,1,1,1,1,1
100,11472.292,1,1,1,1,1,1,1,1,1,1,1
101,11286.932000000003,1,1,1,1,1,1,1,1,1,1,1
102,11285.858,1,1,1,1,1,1,1,1,1,1,1
103,10555.997,1,1,1,1,1,1,1,1,1,1,1
104,10592.492,1,1,1,1,1,1,1,1,1,1,1
105,11482.864999999996,1,1,1,1,1,1,1,1,1,1,1
106,11506.141999999996,1,1,1,1,1,1,1,1,1,1,1
107,10374.475999999999,1,1,1,1,1,1,1,1,1,1,1
108,11381.101000000002,1,1,1,1,1,1,1,1,1,1,1
109,11690.656000000003,1,1,1,1,1,1,1,1,1,1,1
110,9394.171,1,1,1,1,1,1,1,1,1,1,1
111,10945.345000000001,1,1,1,1,1,1,1,1,1,1,1
112,10336.143000000004,1,1,1,1,1,1,1,1,1,1,1
113,11028.582000000004,1,1,1,1,1,1,1,1,1,1,1
114,11091.215999999997,1,1,1,1,1,1,1,1,1,1,1
115,11725.423999999999,1,1,1,1,1,1,1,1,1,1,1
116,11373.970000000001,1,1,1,1,1,1,1,1,1,1,1
117,10962.395999999997,1,1,1,1,1,1,1,1,1,1,1
118,11140.735999999997,1,1,1,1,1,1,1,1,1,1,1
119,11060.446000000002,1,1,1,1,1,1,1,1,1,1,1
120,10985.642000000005,1,1,1,1,1,1,1,1,1,1,1
121,10947.319000000001,1,1,1,1,1,1,1,1,1,1,1
122,11031.726999999999,1,1,1,1,1,1,1,1,1,1,1
123,10785.786000000002,1,1,1,1,1,1,1,1,1,1,1
124,9563.419,1,1,1,1,1,1,1,1,1,1,1
125,11762.043999999996,1,1,1,1,1,1,1,1,1,1,1
126,10861.855,1,1,1,1,1,1,1,1,1,1,1
127,10481.498000000001,1,1,1,1,1,1,1,1,1,1,1
128,10916.640999999998,1,1,1,1,1,1,1,1,1,1,1
129,10590.321999999996,1,1,1,1,1,1,1,1,1,1,1
130,11159.101999999997,1,1,1,1,1,1,1,1,1,1,1
131,10085.148999999998,1,1,1,1,1,1,1,1,1,1,1
34692,14685.389999999998,1,1,1,1,1,1,1,1,1,1,1
34693,16981.263000000003,1,1,1,1,1,1,1,1,1,1,1
34694,17081.097000000005,1,1,1,1,1,1,1,1,1,1,1
34695,17397.585000000003,1,1,1,1,1,1,1,1,1,1,1
34696,17001.082000000002,1,1,1,1,1,1,1,1,1,1,1
34697,16621.988000000005,1,1,1,1,1,1,1,1,1,1,1
34698,16364.693000000003,1,1,1,1,1,1,1,1,1,1,1
34699,16078.667999999996,1,1,1,1,1,1,1,1,1,1,1
34700,17284.768999999997,1,1,1,1,1,1,1,1,1,1,1
34701,16232.126000000002,1,1,1,1,1,1,1,1,1,1,1
34702,17012.287999999997,1,1,1,1,1,1,1,1,1,1,1
34703,17163.839,1,1,1,1,1,1,1,1,1,1,1
34704,17325.982000000004,1,1,1,1,1,1,1,1,1,1,1
34705,16224.402999999998,1,1,1,1,1,1,1,1,1,1,1
34706,16184.860000000004,1,1,1,1,1,1,1,1,1,1,1
34707,17449.872000000003,1,1,1,1,1,1,1,1,1,1,1
34708,16999.764,1,1,1,1,1,1,1,1,1,1,1
34709,16895.724000000002,1,1,1,1,1,1,1,1,1,1,1
34710,15929.891,1,1,1,1,1,1,1,1,1,1,1
34711,16875.74,1,1,1,1,1,1,1,1,1,1,1
34712,16961.533000000003,1,1,1,1,1,1,1,1,1,1,1
34713,16734.15,1,1,1,1,1,1,1,1,1,1,1
34714,16856.526,1,1,1,1,1,1,1,1,1,1,1
34715,16389.691000000006,1,1,1,1,1,1,1,1,1,1,1
34716,17460.494000000002,1,1,1,1,1,1,1,1,1,1,1
34717,16245.070000000003,1,1,1,1,1,1,1,1,1,1,1
34718,16842.955000000005,1,1,1,1,1,1,1,1,1,1,1
34719,16811.302000000003,1,1,1,1,1,1,1,1,1,1,1
34720,16200.276999999995,1,1,1,1,1,1,1,1,1,1,1
34721,16086.080000000005,1,1,1,1,1,1,1,1,1,1,1
34722,16066.106000000002,1,1,1,1,1,1,1,1,1,1,1
34723,17684.326000000005,1,1,1,1,1,1,1,1,1,1,1
34724,16955.747000000003,1,1,1,1,1,1,1,1,1,1,1
34725,16319.172999999999,1,1,1,1,1,1,1,1,1,1,1
34726,16842.624000000007,1,1,1,1,1,1,1,1,1,1,1
34727,16366.140000000003,1,1,1,1,1,1,1,1,1,1,1
34728,16774.705,1,1,1,1,1,1,1,1,1,1,1
34729,15689.110999999997,1,1,1,1,1,1,1,1,1,1,1
34730,17304.744,1,1,1,1,1,1,1,1,1,1,1
34731,16385.427000000003,1,1,1,1,1,1,1,1,1,1,1
34732,17092.165,1,1,1,1,1,1,1,1,1,1,1
34733,16496.373999999996,1,1,1,1,1,1,1,1,1,1,1
34734,17444.347999999998,1,1,1,1,1,1,1,1,1,1,1
34735,17031.717999999997,1,1,1,1,1,1,1,1,1,1,1
34736,16753.003999999997,1,1,1,1,1,1,1,1,1,1,1
34737,16314.041000000001,1,1,1,1,1,1,1,1,1,1,1
34738,16295.062000000002,1,1,1,1,1,1,1,1,1,1,1
34739,17660.478,1,1,1,1,1,1,1,1,1,1,1
34740,17500.503000000008,1,1,1,1,1,1,1,1,1,1,1
34741,16649.746000000003,1,1,1,1,1,1,1,1,1,1,1
34742,16590.268,1,1,1,1,1,1,1,1,1,1,1
34743,17180.403,1,1,1,1,1,1,1,1,1,1,1
34744,16634.984,1,1,1,1,1,1,1,1,1,1,1
34745,15658.595,1,1,1,1,1,1,1,1,1,1,1
34746,15308.653,1,1,1,1,1,1,1,1,1,1,1
34747,16421.853,1,1,1,1,1,1,1,1,1,1,1
34748,16798.905,1,1,1,1,1,1,1,1,1,1,1
34749,16127.479000000003,1,1,1,1,1,1,1,1,1,1,1
34750,15682.989,1,1,1,1,1,1,1,1,1,1,1
34751,14990.403999999999,1,1,1,1,1,1,1,1,1,1,1
34752,16919.1,1,1,1,1,1,1,1,1,1,1,1
34753,16215.887999999997,1,1,1,1,1,1,1,1,1,1,1
34754,17019.271000000004,1,1,1,1,1,1,1,1,1,1,1
34755,17570.316000000003,1,1,1,1,1,1,1,1,1,1,1
34756,15812.869000000002,1,1,1,1,1,1,1,1,1,1,1
34757,13721.691,1,1,1,1,1,1,1,1,1,1,1
34758,15874.360000000002,1,1,1,1,1,1,1,1,1,1,1
34759,16894.077999999998,1,1,1,1,1,1,1,1,1,1,1
34760,16742.287000000004,1,1,1,1,1,1,1,1,1,1,1
34761,16201.478000000003,1,1,1,1,1,1,1,1,1,1,1
34762,15561.555000000002,1,1,1,1,1,1,1,1,1,1,1
34763,16693.076,1,1,1,1,1,1,1,1,1,1,1
34764,17276.426000000003,1,1,1,1,1,1,1,1,1,1,1
34765,16000.723000000002,1,1,1,1,1,1,1,1,1,1,1
34766,16010.899000000001,1,1,1,1,1,1,1,1,1,1,1
34767,16952.494000000002,1,1,1,1,1,1,1,1,1,1,1
34768,16684.626,1,1,1,1,1,1,1,1,1,1,1
34769,16526.712000000003,1,1,1,1,1,1,1,1,1,1,1
34770,16167.478999999998,1,1,1,1,1,1,1,1,1,1,1
34771,15278.498000000005,1,1,1,1,1,1,1,1,1,1,1
34772,17029.846999999994,1,1,1,1,1,1,1,1,1,1,1
34773,15850.392999999998,1,1,1,1,1,1,1,1,1,1,1
34774,16301.177000000001,1,1,1,1,1,1,1,1,1,1,1
34775,15573.023,1,1,1,1,1,1,1,1,1,1,1
34776,15852.415000000003,1,1,1,1,1,1,1,1,1,1,1
34777,17452.045,1,1,1,1,1,1,1,1,1,1,1
34778,16714.853,1,1,1,1,1,1,1,1,1,1,1
34779,17052.187,1,1,1,1,1,1,1,1,1,1,1
34780,15915.731999999996,1,1,1,1,1,1,1,1,1,1,1
34781,15203.581000000006,1,1,1,1,1,1,1,1,1,1,1
34782,16771.348000000005,1,1,1,1,1,1,1,1,1,1,1
34783,16391.999999999993,1,1,1,1,1,1,1,1,1,1,1
34784,15554.544000000004,1,1,1,1,1,1,1,1,1,1,1
34785,15576.284000000003,1,1,1,1,1,1,1,1,1,1,1
34786,15566.937000000002,1,1,1,1,1,1,1,1,1,1,1
34787,16223.167000000003,1,1,1,1,1,1,1,1,1,1,1
34788,16557.144000000008,1,1,1,1,1,1,1,1,1,1,1
34789,16603.317,1,1,1,1,1,1,1,1,1,1,1
34790,15131.912999999995,1,1,1,1,1,1,1,1,1,1,1
34791,17631.63699999999,1,1,1,1,1,1,1,1,1,1,1
34792,16195.551000000001,1,1,1,1,1,1,1,1,1,1,1
34793,15957.366000000002,1,1,1,1,1,1,1,1,1,1,1
34794,15544.839,1,1,1,1,1,1,1,1,1,1,1
34795,15355.921,1,1,1,1,1,1,1,1,1,1,1
34796,16659.621000000003,1,1,1,1,1,1,1,1,1,1,1
34797,15865.760999999999,1,1,1,1,1,1,1,1,1,1,1
34798,15400.088000000002,1,1,1,1,1,1,1,1,1,1,1
34799,15746.785999999998,1,1,1,1,1,1,1,1,1,1,1
34800,16334.570999999998,1,1,1,1,1,1,1,1,1,1,1
34801,17639.606000000003,1,1,1,1,1,1,1,1,1,1,1
34802,16516.406,1,1,1,1,1,1,1,1,1,1,1
34803,14762.552999999998,1,1,1,1,1,1,1,1,1,1,1
34804,16281.846999999998,1,1,1,1,1,1,1,1,1,1,1
34805,17630.423999999995,1,1,1,1,1,1,1,1,1,1,1
34806,16159.016999999998,1,1,1,1,1,1,1,1,1,1,1
34807,15539.579,1,1,1,1,1,1,1,1,1,1,1
